"Source Title";"Scopus Source ID";"MCQ";"p_issn";"e_issn";"Top 10%";"10% - 35%";"35% - 60%";"60% - 80%";"Bottom 20%"
"Analysis Mathematica";24691;0,326388888888889;"01333852";"1588273X";"NO Top 10%";"NO 10% - 35%";8;1;0
"Analysis and Applications";19700172204;1,0188679245283;"02195305";"17936861";10;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Analysis and Geometry in Metric Spaces";21100777482;0,780821917808219;0;"22993274";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Analysis and Mathematical Physics";21100400176;0,72992700729927;"16642368";"1664235X";"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Analysis and PDE";21100242249;1,9486301369863;"21575045";"1948206X";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Annales Henri Poincare";27000;1,0680412371134;"14240637";"14240661";6;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Annales Polonici Mathematici";20900195109;0,397260273972603;"00662216";"17306272";"NO Top 10%";"NO 10% - 35%";4;1;0
"Annales Scientifiques de l'Ecole Normale Superieure";25959;2,22543352601156;"00129593";0;1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Annales de l'Institut Fourier";23199;0,969849246231156;"03730956";0;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Annales de l'Institut Henri Poincare (C) Analyse Non Lineaire";23200;2,43949044585987;"02941449";0;1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Annales de l'institut Henri Poincare (B) Probability and Statistics";23212;1,31182795698925;"02460203";0;3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Annali dell'Universita di Ferrara";7000153270;0,355371900826446;"04303202";"18271510";"NO Top 10%";"NO 10% - 35%";6;1;0
"Annali della Scuola normale superiore di Pisa - Classe di scienze";4700151702;1,06614785992218;"0391173X";"20362145";7;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Annali di Matematica Pura ed Applicata";6200180175;1,0081466395112;"03733114";"16181891";11;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Annals of Functional Analysis";21100286971;0,401486988847584;"20088752";"20088752";"NO Top 10%";"NO 10% - 35%";4;1;0
"Annals of Global Analysis and Geometry";24720;0,851528384279476;"0232704X";"15729060";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Annals of Mathematics";24721;5,25358851674641;"0003486X";"19398980";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Annals of Probability";24724;2,47845804988662;"00911798";0;1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Applicable Analysis";25142;0,668304668304668;"00036811";"10267360";"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Applicable Analysis and Discrete Mathematics";19700182746;0,834586466165414;"14528630";0;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Applied Mathematical Modelling";28065;0,306138009912314;"0307904X";0;"NO Top 10%";"NO 10% - 35%";18;2;0
"Applied Mathematics Letters";25184;1,21183533447684;"08939659";"18735452";4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Applied Mathematics and Computation";25170;0,605943415428455;"00963003";"18735649";"NO Top 10%";7;1;0;"NO Bottom 20%"
"Applied Mathematics and Optimization";25179;1,13397129186603;"00954616";"14320606";4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Applied and Computational Harmonic Analysis";25150;1,34385964912281;"10635203";"1096603X";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Archiv der Mathematik";25206;0,514331210191083;"0003889X";"14208938";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Archive for Rational Mechanics and Analysis";25208;2,53433835845896;"00039527";"14320673";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Archivum Mathematicum";25210;0,142857142857143;"00448753";"12125059";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"Arkiv for Matematik";25213;0,884615384615385;"00042080";"18712487";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Arnold Mathematical Journal";21100837406;0,46078431372549;"21996792";"21996806";"NO Top 10%";"NO 10% - 35%";3;1;0
"Ars Mathematica Contemporanea";19700201408;0,648550724637681;"18553966";"18553974";"NO Top 10%";4;0;"NO 60% - 80%";"NO Bottom 20%"
"Asian-European Journal of Mathematics";21100198431;0,15839243498818;"17935571";"17937183";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"Asymptotic Analysis";25239;0,738515901060071;"09217134";"18758576";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Atti della Accademia Nazionale dei Lincei, Classe di Scienze Fisiche, Matematiche e Naturali, Rendiconti Lincei Matematica E Applicazioni";24096;1,03592814371258;"11206330";"17200768";7;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Banach Journal of Mathematical Analysis";17300154737;0,704545454545455;"17358787";0;"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Bolletino dell Unione Matematica Italiana";11300153723;0,5;"19726724";"21982759";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Boundary Value Problems";4000149606;0,537488708220416;"16872762";"16872770";"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Buletinul Academiei de Stiinte a Republicii Moldova. Matematica";19900192610;0,0638297872340425;"10247696";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";14;0
"Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie";19700175301;0,209424083769633;"12203874";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Bulletin de la Societe Mathematique de France";26886;0,71551724137931;"00379484";0;"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Bulletin des Sciences Mathematiques";25286;0,693877551020408;"00074497";0;"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Bulletin of Mathematical Sciences";21100409617;1,97260273972603;"16643607";"16643615";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Bulletin of the American Mathematical Society";24660;0,747252747252747;"02730979";"10889485";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Bulletin of the Australian Mathematical Society";25244;0,361153262518968;"00049727";"17551633";"NO Top 10%";"NO 10% - 35%";5;1;0
"Bulletin of the Belgian Mathematical Society - Simon Stevin";25266;0,327205882352941;"13701444";0;"NO Top 10%";"NO 10% - 35%";8;1;0
"Bulletin of the Brazilian Mathematical Society";79372;0,410041841004184;"16787544";"16787714";"NO Top 10%";"NO 10% - 35%";4;1;0
"Bulletin of the Korean Mathematical Society";4000148822;0,258411843876178;"10158634";"22343016";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Bulletin of the London Mathematical Society";24481;0,823300970873786;"00246093";"14692120";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Bulletin of the Malaysian Mathematical Sciences Society";17600155053;0,422680412371134;"01266705";"21804206";"NO Top 10%";"NO 10% - 35%";3;1;0
"Calculus of Variations and Partial Differential Equations";25309;2,11778290993072;"09442669";"14320835";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Canadian Journal of Mathematics";101474;0,9;"0008414X";"14964279";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Canadian Mathematical Bulletin";25329;0,545012165450122;"00084395";"14964287";"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Carpathian Journal of Mathematics";19700175588;0,328947368421053;"15842851";"18434401";"NO Top 10%";"NO 10% - 35%";7;1;0
"Celestial Mechanics and Dynamical Astronomy";27137;0,0783699059561128;"09232958";"15729478";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";10;0
"Chaos, Solitons and Fractals";25347;0,232662192393736;"09600779";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Chinese Annals of Mathematics. Series B";25348;0,400584795321637;"02529599";"18606261";"NO Top 10%";"NO 10% - 35%";4;1;0
"Collectanea Mathematica";5600157643;0,676258992805755;"00100757";"20384815";"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Colloquium Mathematicum";21100199542;0,400932400932401;"00101354";"17306302";"NO Top 10%";"NO 10% - 35%";4;1;0
"Commentarii Mathematici Helvetici";25787;1,19858156028369;"00102571";"14208946";4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Commentationes Mathematicae Universitatis Carolinae";20000195079;0,222748815165877;"00102628";"12137243";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Communications in Analysis and Geometry";25802;0,935294117647059;"10198385";"19449992";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Communications in Contemporary Mathematics";74973;1,36094674556213;"02191997";"17936683";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Communications in Mathematical Analysis";19900191622;0,0879120879120879;"19389787";"19389787";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";7;0
"Communications in Mathematical Physics";27437;1,62482065997131;"00103616";"14320916";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Communications in Mathematical Sciences";5600157640;1,11279826464208;"15396746";"19450796";5;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Communications in Partial Differential Equations";25812;1,7816091954023;"03605302";"15324133";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Communications of the Korean Mathematical Society";7500153129;0,123655913978495;"12251763";"22343024";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";5;0
"Communications on Applied Nonlinear Analysis";11100153313;0,107692307692308;"1074133X";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";5;0
"Communications on Pure and Applied Analysis";145649;0,929447852760736;"15340392";"15535258";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Communications on Pure and Applied Mathematics";25820;3,43461538461538;"00103640";"10970312";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Complex Analysis and Operator Theory";5700165206;0,511578947368421;"16618254";"16618262";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Complex Variables and Elliptic Equations";17900156742;0,557142857142857;"17476933";"17476941";"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Compositio Mathematica";25826;1,58968058968059;"0010437X";"15705846";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Comptes Rendus Mathematique";24095;0,636363636363636;"1631073X";"17783569";"NO Top 10%";4;0;"NO 60% - 80%";"NO Bottom 20%"
"Comptes Rendus de L'Academie Bulgare des Sciences";31728;0,0815217391304347;"13101331";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";10;0
"Computational Mathematics and Mathematical Physics";4700152491;0,145121951219512;"09655425";"15556662";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"Computational Methods and Function Theory";21100205111;0,453658536585366;"16179447";0;"NO Top 10%";"NO 10% - 35%";3;1;0
"Computational Optimization and Applications";28459;1,00445434298441;"09266003";"15732894";12;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Computational and Applied Mathematics";5000153703;0,284431137724551;"22383603";"18070302";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Conformal Geometry and Dynamics";145216;0,657142857142857;"10884173";"10884173";"NO Top 10%";4;0;"NO 60% - 80%";"NO Bottom 20%"
"Constructive Approximation";25837;0,995260663507109;"01764276";"14320940";18;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Continuum Mechanics and Thermodynamics";13712;0,308139534883721;"09351175";"14320959";"NO Top 10%";"NO 10% - 35%";12;1;0
"Control and Cybernetics";12928;0,0841121495327102;"03248569";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";8;0
"Czechoslovak Mathematical Journal";25840;0,33756345177665;"00114642";"15729141";"NO Top 10%";"NO 10% - 35%";7;1;0
"Differential Equations";25875;0,256944444444444;"00122661";"16083083";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Differential Equations and Dynamical Systems";19700171105;0,183098591549296;"09713514";"09746870";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Differential Geometry and its Applications";25878;0,618510158013544;"09262245";"18726984";"NO Top 10%";5;1;0;"NO Bottom 20%"
"Differential and Integral Equations";21100262587;0,83265306122449;"08934983";0;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Discrete Event Dynamic Systems: Theory and Applications";28967;0,378151260504202;"09246703";"15737594";"NO Top 10%";"NO 10% - 35%";4;1;0
"Discrete and Continuous Dynamical Systems";75869;1,12180746561886;"10780947";"15535231";4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Discrete and Continuous Dynamical Systems - Series B";25889;0,878378378378378;"15313492";"1553524X";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Discrete and Continuous Dynamical Systems - Series S";21100207001;0,54176072234763;"19371632";"19371179";"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Doklady Mathematics";25924;0,297082228116711;"10645624";"15318362";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Duke Mathematical Journal";25936;2,76119402985075;"00127094";"15477398";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Dynamic Games and Applications";19700177406;0,625766871165644;"21530785";"21530793";"NO Top 10%";5;1;0;"NO Bottom 20%"
"Dynamical Systems";24927;0,465116279069767;"14689367";"14689375";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Dynamics of Continuous, Discrete and Impulsive Systems Series A: Mathematical Analysis";25940;0,0878378378378378;"12013390";"19182538";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";7;0
"Dynamics of Partial Differential Equations";10700153303;1,01190476190476;"1548159X";"21637873";10;1;0;"NO 60% - 80%";"NO Bottom 20%"
"ESAIM - Control, Optimisation and Calculus of Variations";25955;1,10932475884244;"12928119";"12623377";5;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"ESAIM: Mathematical Modelling and Numerical Analysis";25956;1,63950617283951;"0764583X";"12903841";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Electronic Journal of Differential Equations";26391;0,52092050209205;"10726691";"15506150";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Electronic Journal of Qualitative Theory of Differential Equations";26401;0,667330677290837;"14173875";"14173875";"NO Top 10%";4;0;"NO 60% - 80%";"NO Bottom 20%"
"Ergodic Theory and Dynamical Systems";26438;0,972627737226277;"01433857";"14694417";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Eurasian Mathematical Journal";21100336501;0,168831168831169;"20779879";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"European Journal of Applied Mathematics";26443;0,66497461928934;"09567925";"14694425";"NO Top 10%";4;0;"NO 60% - 80%";"NO Bottom 20%"
"European Journal of Combinatorics";26445;0,756462585034014;"01956698";"10959971";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"European Journal of Mathematics";21100446931;0,542222222222222;"2199675X";"21996768";"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Evolution Equations and Control Theory";21100443321;0,839285714285714;"21632472";"21632480";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Filomat";19900192450;0,301587301587301;"03545180";0;"NO Top 10%";"NO 10% - 35%";30;2;0
"Fixed Point Theory";19400157311;0,360655737704918;"15835022";"20669208";"NO Top 10%";"NO 10% - 35%";6;1;0
"Fixed Point Theory and Applications";4000149607;0,47723704866562;"16871820";"16871812";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Forum Mathematicum";26488;0,740740740740741;"09337741";"14355337";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Forum of Mathematics, Pi";21100887442;4,48;0;"20505086";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Forum of Mathematics, Sigma";21100886430;1,5;0;"20505094";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Fractional Calculus and Applied Analysis";19900193539;1,08684210526316;"13110454";"13142224";5;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Frontiers of Mathematics in China";4700152629;0,534606205250597;"16733452";"16733576";"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Functional Analysis and its Applications";26511;0,465608465608466;"00162663";"15738485";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Functiones et Approximatio, Commentarii Mathematici";21100284506;0,343915343915344;"02086573";"20809433";"NO Top 10%";"NO 10% - 35%";6;1;0
"Fundamenta Mathematicae";26527;0,637323943661972;"00162736";"17306329";"NO Top 10%";4;0;"NO 60% - 80%";"NO Bottom 20%"
"Fundamental and Applied Mathematics";19900191977;0,138790035587189;"15605159";"20766203";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"Funkcialaj Ekvacioj";19500157034;0,379746835443038;"05328721";0;"NO Top 10%";"NO 10% - 35%";4;1;0
"GAMM Mitteilungen";19600157213;0,818181818181818;"09367195";0;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Geometric and Functional Analysis";26580;2,27149321266968;"1016443X";"14208970";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Geometry and Topology";26582;1,84239130434783;"14653060";"13640380";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Georgian Mathematical Journal";6100152706;0,237226277372263;"15729176";"1072947X";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Glasgow Mathematical Journal";26585;0,502164502164502;"00170895";"1469509X";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Glasnik Matematicki";4700152292;0,347222222222222;"0017095X";0;"NO Top 10%";"NO 10% - 35%";6;1;0
"Hacettepe Journal of Mathematics and Statistics";19400157155;0,164075993091537;"13035010";"2651477X";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"Hiroshima Mathematical Journal";19300156905;0,276595744680851;"00182079";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Hokkaido Mathematical Journal";19900193823;0,28448275862069;"03854035";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Houston Journal of Mathematics";23131;0,363636363636364;"03621588";0;"NO Top 10%";"NO 10% - 35%";5;1;0
"IMA Journal of Applied Mathematics";23146;0,532894736842105;"02724960";"14643634";"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"IMA Journal of Mathematical Control and Information";23150;0,180555555555555;"02650754";"14716887";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Illinois Journal of Mathematics";23172;0,581632653061224;"00192082";0;"NO Top 10%";13;1;0;"NO Bottom 20%"
"Indagationes Mathematicae";23176;0,575903614457831;"00193577";0;"NO Top 10%";16;1;0;"NO Bottom 20%"
"Indian Journal of Mathematics";21100235837;0,125;"00195324";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";5;0
"Indian Journal of Pure and Applied Mathematics";23178;0,283464566929134;"00195588";"09757465";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Indiana University Mathematics Journal";23194;1,36516853932584;"00222518";0;3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Infinite Dimensional Analysis, Quantum Probability and Related Topics";23197;0,465753424657534;"02190257";0;"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Integral Equations and Operator Theory";23228;0,798969072164948;"0378620X";"14208989";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Integral Transforms and Special Functions";23229;0,492268041237113;"10652469";"14768291";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Interfaces and Free Boundaries";28968;1,02941176470588;"14639963";"14639971";8;1;0;"NO 60% - 80%";"NO Bottom 20%"
"International Journal of Bifurcation and Chaos in Applied Sciences and Engineering";12337;0,231958762886598;"02181274";"17936551";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"International Journal of Differential Equations";21100241790;0,179487179487179;"16879643";"16879651";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"International Journal of Group Theory";21100329547;0,201754385964912;"22517650";"22517669";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"International Journal of Mathematics";23244;0,620355411954766;"0129167X";0;"NO Top 10%";5;1;0;"NO Bottom 20%"
"International Journal of Mathematics and Mathematical Sciences";130103;0,0837209302325581;"01611712";"16870425";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";9;0
"International Journal of Number Theory";11700154720;0,519230769230769;"17930421";0;"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"International Mathematics Research Notices";23261;1,19302152932443;"10737928";"16870247";4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Inventiones Mathematicae";23262;3,58953168044077;"00209910";"14321297";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Inverse Problems";28497;1,34973404255319;"02665611";"13616420";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Inverse Problems and Imaging";19600157008;0,883018867924528;"19308337";"19308345";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Israel Journal of Mathematics";23270;0,830073349633252;"00212172";"15658511";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Italian Journal of Pure and Applied Mathematics";19900192426;0,075187969924812;"11268042";"22390227";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";11;0
"Izvestiya Mathematics";23294;0,587755102040816;"10645632";"14684810";"NO Top 10%";10;1;0;"NO Bottom 20%"
"Japanese Journal of Mathematics";4700152846;1,29032258064516;"02892316";"18613624";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal d'Analyse Mathematique";23791;0,990566037735849;"00217670";"15658538";57;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal de l'Ecole Polytechnique - Mathematiques";21100838810;1,39285714285714;"24297100";"2270518X";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal des Mathematiques Pures et Appliquees";23795;2,21739130434783;"00217824";0;2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal fur die Reine und Angewandte Mathematik";23796;1,53012048192771;"00754102";"14355345";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Analysis and Applications";19700182135;0,03125;"09725954";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";"NO 60% - 80%";0
"Journal of Applied Analysis";21100199308;0,247191011235955;"14256908";"18696082";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Journal of Applied Mathematics";144917;0,11006711409396;"1110757X";"16870042";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";5;0
