"Source Title";"Scopus Source ID";"MCQ";"p_issn";"e_issn";"Top 10%";"10% - 35%";"35% - 60%";"60% - 80%";"Bottom 20%"
"Multiscale Modeling and Simulation";144980;1,2443729903537;"15403459";"15403467";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Networks and Heterogeneous Media";12600154783;0,8;"15561801";"1556181X";6;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Neural Computation";24782;0,141649048625793;"08997667";"1530888X";"NO Top 10%";"NO 10% - 35%";5;1;0
"New Journal of Physics";29047;0,191235059760956;"13672630";"13672630";"NO Top 10%";"NO 10% - 35%";3;1;0
"Nonlinear Analysis: Real World Applications";21780;1,41297935103245;"14681218";0;2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Nonlinear Differential Equations and Applications";25676;1,31935483870968;"10219722";"14209004";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Nonlinear Dynamics, Psychology, and Life Sciences";12756;0;"10900578";"15736652";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";8;0
"Nonlinear Studies";21100202514;0,0857142857142857;"13598678";"21534373";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Nonlinearity";25696;1,40987370838117;"09517715";"13616544";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Numerical Functional Analysis and Optimization";25710;0,592255125284738;"01630563";"15322467";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Open Systems and Information Dynamics";12441;0,127118644067797;"12301612";"15731324";"NO Top 10%";"NO 10% - 35%";6;2;0
"Operations Research";22238;0,720081135902637;"0030364X";"15265463";11;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Operations-Research-Spektrum";56494;0,0732984293193717;"01716468";"14366304";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Optimization";27989;0,755988023952096;"02331934";"10294945";8;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Osaka Journal of Mathematics";25746;0,46031746031746;"00306126";0;"NO Top 10%";4;1;0;"NO Bottom 20%"
"Pakistan Journal of Statistics";11500153507;0;"10129367";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";8;0
"Periodica Mathematica Hungarica";145603;0,454545454545454;"00315303";"15882829";"NO Top 10%";4;1;0;"NO Bottom 20%"
"Philosophical transactions. Series A, Mathematical, physical, and engineering sciences";29784;0,501128668171558;"1364503X";"14712962";"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Physica A: Statistical Mechanics and its Applications";29115;0,154627098789535;"03784371";0;"NO Top 10%";"NO 10% - 35%";5;1;0
"Physica D: Nonlinear Phenomena";29120;0,626465661641541;"01672789";0;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Physical Review E";21100855841;0,227686703096539;"24700045";"24700053";"NO Top 10%";"NO 10% - 35%";3;0;"NO Bottom 20%"
"Physics Letters, Section A: General, Atomic and Solid State Physics";29464;0,178165938864629;"03759601";0;"NO Top 10%";"NO 10% - 35%";4;1;0
"Potential Analysis";25813;1,15853658536585;"09262601";"1572929X";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Probability Theory and Related Fields";25829;2,28818443804035;"01788051";"14322064";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Probability and Mathematical Statistics";19900192611;0,369369369369369;"02084147";0;"NO Top 10%";6;1;0;"NO Bottom 20%"
"Probability in the Engineering and Informational Sciences";15810;0,195121951219512;"02699648";"14698951";"NO Top 10%";"NO 10% - 35%";3;1;0
"Proceedings of the American Mathematical Society";24677;0,778016316015457;"00029939";"10886826";7;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Proceedings of the Edinburgh Mathematical Society";25960;0,564575645756458;"00130915";"14643839";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Quarterly Journal of Mathematics";26308;0,76;"00335606";"14643847";8;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Quarterly of Applied Mathematics";26310;0,606741573033708;"0033569X";"15524485";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Random Operators and Stochastic Equations";21100199320;0,12;"09266364";"1569397X";"NO Top 10%";"NO 10% - 35%";8;2;0
"Random Structures and Algorithms";26324;0,85958904109589;"10429832";"10982418";5;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Regular and Chaotic Dynamics";4000150504;0,554385964912281;"15603547";"14684845";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Rendiconti del Seminario Matematico dell 'Universita' di Padova/Mathematical Journal of the University of Padova";12200154726;0,415384615384615;"00418994";0;"NO Top 10%";4;1;0;"NO Bottom 20%"
"Rendiconti dell'Istituto di Matematica dell'Universita di Trieste";21100229197;0,306818181818182;"00494704";"24648728";"NO Top 10%";8;1;0;"NO Bottom 20%"
"Reports on Mathematical Physics";29707;0,25;"00344877";0;"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Results in Mathematics";5000158124;0,625;"14226383";"14209012";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Reviews in Mathematical Physics";29716;0,793103448275862;"0129055X";"17936659";7;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Revista Colombiana de Estadistica";19700175084;0,03;"01201751";"23898976";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";6;0
"Revstat Statistical Journal";19700201685;0,0185185185185185;"16456726";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";8;0
"Ricerche di Matematica";8000153103;0,55;"00355038";"18273491";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"SIAM Journal on Applied Mathematics";26404;1,10035842293907;"00361399";"1095712X";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"SIAM Journal on Control and Optimization";26405;1,37792207792208;"03630129";"10957138";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"SIAM Journal on Financial Mathematics";21100223304;1,03977272727273;"1945497X";"1945497X";4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"SIAM Journal on Mathematical Analysis";26418;1,71007371007371;"00361410";"10957154";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"SORT";14054;0,135135135135135;"16962281";"20138830";"NO Top 10%";"NO 10% - 35%";6;1;0
"Sankhya A";21100838045;0,237623762376238;"0976836X";"09768378";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Scandinavian Journal of Statistics";14072;0,4;"03036898";"14679469";"NO Top 10%";5;1;0;"NO Bottom 20%"
"Sequential Analysis";5800173396;0,0548780487804878;"07474946";"15324176";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"Spatial Statistics";21100206605;0,125448028673835;"22116753";0;"NO Top 10%";"NO 10% - 35%";7;2;0
"Statistica Neerlandica";14188;0,136842105263158;"00390402";"14679574";"NO Top 10%";"NO 10% - 35%";6;1;0
"Statistica Sinica";14189;0,424547283702213;"10170405";0;"NO Top 10%";4;1;0;"NO Bottom 20%"
"Statistical Analysis and Data Mining";16900154710;0,0486111111111111;"19321864";"19321872";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";5;0
"Statistical Applications in Genetics and Molecular Biology";19039;0,0254777070063694;"15446115";"21946302";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";7;0
"Statistical Inference for Stochastic Processes";26924;0,637362637362637;"13870874";"15729311";51;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Statistical Methods and Applications";145729;0,101604278074866;"16182510";"1613981X";"NO Top 10%";"NO 10% - 35%";20;2;0
"Statistical Modelling";144935;0,186567164179104;"1471082X";"14770342";"NO Top 10%";"NO 10% - 35%";4;1;0
"Statistical Papers";14233;0,163636363636364;"09325026";"16139798";"NO Top 10%";"NO 10% - 35%";4;1;0
"Statistical Science";14756;0,567226890756302;"08834237";"21688745";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Statistics";14785;0,300248138957816;"02331888";"10294910";"NO Top 10%";10;1;0;"NO Bottom 20%"
"Statistics and Computing";23614;0,325688073394495;"09603174";"15731375";"NO Top 10%";7;1;0;"NO Bottom 20%"
"Statistics and Probability Letters";14794;0,280078895463511;"01677152";0;"NO Top 10%";16;2;0;"NO Bottom 20%"
"Statistics and its Interface";21100206801;0,0798479087452471;"19387989";"19387997";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Stochastic Analysis and Applications";26928;0,483754512635379;"07362994";"15329356";"NO Top 10%";3;1;0;"NO Bottom 20%"
"Stochastic Models";14828;0,261538461538461;"15326349";"15324214";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Stochastic Processes and their Applications";26929;1,07722007722008;"03044149";0;3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Stochastics";39594;0,569852941176471;"17442508";"17442516";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Stochastics and Dynamics";4700152703;0,551724137931034;"02194937";0;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Stochastics and Partial Differential Equations: Analysis and Computations";21100898787;1,55208333333333;"21940401";"2194041X";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Test";14882;0,323886639676113;"11330686";"18638260";"NO Top 10%";7;1;0;"NO Bottom 20%"
"Theoretical Computer Science";20571;0,473317865429234;"03043975";0;"NO Top 10%";3;1;0;"NO Bottom 20%"
"Theory and Decision";26941;0,170967741935484;"00405833";"15737187";"NO Top 10%";"NO 10% - 35%";4;1;0
"Theory of Probability and Mathematical Statistics";21100209308;0,125;"00949000";"15477363";"NO Top 10%";"NO 10% - 35%";7;2;0
"Theory of Probability and its Applications";27401;0,259541984732824;"0040585X";"10957219";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Theory of Stochastic Processes";21100312404;0,15;"03213900";0;"NO Top 10%";"NO 10% - 35%";5;1;0
"Transactions of the American Mathematical Society";24689;1,41575342465754;"00029947";"10886850";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
