"Source Title";"Scopus Source ID";"MCQ";"p_issn";"e_issn";"Top 10%";"10% - 35%";"35% - 60%";"60% - 80%";"Bottom 20%"
"Periodica Mathematica Hungarica";145603;0,454545454545454;"00315303";;"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Portugaliae Mathematica";21100239257;0,529411764705882;"00325155";;"NO Top 10%";5;1;0;"NO Bottom 20%"
"Proceedings of the American Mathematical Society";24677;0,778016316015457;"00029939";;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Proceedings of the Edinburgh Mathematical Society";25960;0,564575645756458;"00130915";;"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Proceedings of the Indian Academy of Sciences: Mathematical Sciences";23177;0,293040293040293;"02534142";;"NO Top 10%";"NO 10% - 35%";3;1;0
"Proceedings of the Jangjeon Mathematical Society";12000154535;0,224137931034483;"15987264";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";1;0
"Proceedings of the Japan Academy Series A: Mathematical Sciences";23299;0,425531914893617;"03862194";;"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Proceedings of the London Mathematical Society";24487;1,46770025839793;"00246115";;1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences";144604;0,518201284796574;"13645021; 09628444; 00804630";;"NO Top 10%";6;1;0;"NO Bottom 20%"
"Proceedings of the Royal Society of Edinburgh Section A: Mathematics";26378;1,03050847457627;"03082105";;3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Proceedings of the Steklov Institute of Mathematics";4700152488;0,261306532663317;"00815438";;"NO Top 10%";"NO 10% - 35%";5;1;0
"Proyecciones";5000153301;0,0789473684210526;"07160917";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";6;0
"Publicacions Matematiques";25842;0,992592592592593;"02141493";;3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Publicationes Mathematicae";26287;0,406528189910979;"00333883";;"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques";11700154368;4,8125;"00738301";;1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Publications de l'Institut Mathematique";12100156711;0,190677966101695;"03501302";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Publications of the Research Institute for Mathematical Sciences";26334;0,75;"00345318";;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Pure and Applied Mathematics Quarterly";11600153404;0,474576271186441;"15588599";;"NO Top 10%";52;1;0;"NO Bottom 20%"
"Quaestiones Mathematicae";59030;0,370786516853933;"16073606";;"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Quantum Topology";21100304259;1,18666666666667;"1663487X";;2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Quarterly Journal of Mathematics";26308;0,76;"00335606";;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Quasigroups and Related Systems";21100199806;0,0896551724137931;"15612848";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";5;0
"REVUE ROUMAINE DE MATHEMATIQUES PURES ET APPLIQUEES";21100847882;0,236220472440945;"00353965";;"NO Top 10%";"NO 10% - 35%";10;1;0
"Rendiconti del Circolo Matematico di Palermo";12100155618;0,345;"0009725X";;"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Rendiconti del Seminario Matematico dell 'Universita' di Padova/Mathematical Journal of the University of Padova";12200154726;0,415384615384615;"00418994";;"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Rendiconti dell'Istituto di Matematica dell'Universita di Trieste";21100229197;0,306818181818182;"00494704";;"NO Top 10%";"NO 10% - 35%";3;1;0
"Representation Theory";145217;0,863013698630137;0;;5;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Results in Mathematics";5000158124;0,625;"14226383";;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Revista Matematica Complutense";12100156621;0,926666666666667;"11391138";;4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Revista Matematica Iberoamericana";26356;1,25886524822695;"02132230";;2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales - Serie A: Matematicas";19400157008;0,672176308539945;"15787303";;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Revista de la Union Matematica Argentina";19900191818;0,307692307692308;"00416932";;"NO Top 10%";"NO 10% - 35%";3;1;0
"Ricerche di Matematica";8000153103;0,55;"00355038";;"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Rivista di Matematica della Universita di Parma";21100332205;0,704545454545455;"00356298";;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Rocky Mountain Journal of Mathematics";26373;0,367753623188406;"00357596";;"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Russian Mathematical Surveys";26395;0,751004016064257;"00360279";;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Russian Mathematics";19700182651;0,0964083175803402;"1066369X";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";5;0
"SIAM Journal on Applied Algebra and Geometry";21101018930;1,50877192982456;0;;1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"SIAM Journal on Discrete Mathematics";26406;0,829007633587786;"08954801";;12;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"SIAM Journal on Matrix Analysis and Applications";26419;1,54593175853018;"08954798";;1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"SUT Journal of Mathematics";21100198505;0,17910447761194;"09165746";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Science China Mathematics";19700166403;0,839443742098609;"16747283";;7;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Selecta Mathematica, New Series";147234;1,32198142414861;"10221824";;2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Siberian Advances in Mathematics";11700154399;0,191011235955056;"10551344";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Siberian Electronic Mathematical Reports";21100199808;0,105924596050269;"18133304";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"Siberian Mathematical Journal";26870;0,25381679389313;"00374466";;"NO Top 10%";"NO 10% - 35%";5;1;0
"St. Petersburg Mathematical Journal";21100223169;0,556034482758621;"10610022";;"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Studia Mathematica";26945;0,762857142857143;"00393223";;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Studia Scientiarum Mathematicarum Hungarica";26948;0,240506329113924;"00816906";;"NO Top 10%";"NO 10% - 35%";7;1;0
"Symmetry";21100201542;0,144262295081967;"20738994";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Symmetry, Integrability and Geometry: Methods and Applications (SIGMA)";11700154503;0,5569176882662;"18150659";;"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Taiwanese Journal of Mathematics";57383;0,539130434782609;"10275487";;"NO Top 10%";4;0;"NO 60% - 80%";"NO Bottom 20%"
"Tatra Mountains Mathematical Publications";21100199716;0,0847457627118644;"12103195";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";5;0
"Thai Journal of Mathematics";19900192463;0,0510948905109489;"16860209";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";9;0
"Tohoku Mathematical Journal";27414;0,76;"00408735";;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Tokyo Journal of Mathematics";21100274264;0,242774566473988;"03873870";;"NO Top 10%";"NO 10% - 35%";6;1;0
"Topology and its Applications";27416;0,486274509803921;"01668641";;"NO Top 10%";10;1;0;"NO Bottom 20%"
"Transactions of the American Mathematical Society";24689;1,41575342465754;"00029947";;1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Transformation Groups";27417;0,822727272727273;"10834362";;25;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Turkish Journal of Mathematics";27428;0,314410480349345;"13000098";;"NO Top 10%";"NO 10% - 35%";3;0;"NO Bottom 20%"
"Ukrainian Mathematical Journal";130147;0,208454810495627;"00415995";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";1;0
"Utilitas Mathematica";27928;0,146496815286624;"03153681";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Vestnik St. Petersburg University: Mathematics";21100200801;0,0380952380952381;"10634541";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";"NO 60% - 80%";0
"Vietnam Journal of Mathematics";21100286934;0,366037735849057;"2305221X";;"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
