"Source Title";"Scopus Source ID";"MCQ";"p_issn";"e_issn";"Top 10%";"10% - 35%";"35% - 60%";"60% - 80%";"Bottom 20%"
"Physics Letters, Section A: General, Atomic and Solid State Physics";29464;0,178165938864629;"03759601";0;"NO Top 10%";"NO 10% - 35%";4;1;0
"Proceedings of the American Mathematical Society";24677;0,778016316015457;"00029939";"10886826";43;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Proceedings of the London Mathematical Society";24487;1,46770025839793;"00246115";"1460244X";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences";144604;0,518201284796574;"13645021; 09628444; 00804630";"14712946";"NO Top 10%";3;1;0;"NO Bottom 20%"
"Proceedings of the Royal Society of Edinburgh Section A: Mathematics";26378;1,03050847457627;"03082105";"14737124";4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Quantum Information Processing";24831;0,0939226519337016;"15700755";"15731332";"NO Top 10%";"NO 10% - 35%";13;3;0
"Quantum Information and Computation";29676;0,165605095541401;"15337146";0;"NO Top 10%";"NO 10% - 35%";4;1;0
"Quarterly Journal of Mathematics";26308;0,76;"00335606";"14643847";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Quarterly Journal of Mechanics and Applied Mathematics";26309;0,357142857142857;"00335614";"14643855";"NO Top 10%";4;1;0;"NO Bottom 20%"
"Quarterly of Applied Mathematics";26310;0,606741573033708;"0033569X";"15524485";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Regular and Chaotic Dynamics";4000150504;0,554385964912281;"15603547";"14684845";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Rendiconti del Circolo Matematico di Palermo";12100155618;0,345;"0009725X";"19734409";"NO Top 10%";5;1;0;"NO Bottom 20%"
"Rendiconti di Matematica e delle Sue Applicazioni";21100857118;0,267857142857143;"11207183";"25323350";"NO Top 10%";7;2;1;0
"Reports on Mathematical Physics";29707;0,25;"00344877";0;"NO Top 10%";9;2;1;0
"Reviews in Mathematical Physics";29716;0,793103448275862;"0129055X";"17936659";18;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Revista Matematica Iberoamericana";26356;1,25886524822695;"02132230";0;2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Ricerche di Matematica";8000153103;0,55;"00355038";"18273491";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Rivista di Matematica della Universita di Parma";21100332205;0,704545454545455;"00356298";"22842578";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Russian Journal of Mathematical Physics";29785;0,371900826446281;"10619208";"15556638";"NO Top 10%";4;1;0;"NO Bottom 20%"
"Russian Journal of Numerical Analysis and Mathematical Modelling";26392;0,0609756097560975;"09276467";"15693988";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"SIAM Journal on Applied Dynamical Systems";26403;0,991957104557641;"15360040";"15360040";5;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"SIAM Journal on Applied Mathematics";26404;1,10035842293907;"00361399";"1095712X";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"SIAM Journal on Mathematical Analysis";26418;1,71007371007371;"00361410";"10957154";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"SIAM Review";26430;1,62589928057554;"00361445";"10957200";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Stochastic Processes and their Applications";26929;1,07722007722008;"03044149";0;3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Symmetry, Integrability and Geometry: Methods and Applications (SIGMA)";11700154503;0,5569176882662;"18150659";"18150659";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Theoretical and Computational Fluid Dynamics";14592;0,119047619047619;"09354964";"14322250";"NO Top 10%";"NO 10% - 35%";8;2;0
"Theoretical and Mathematical Physics(Russian Federation)";12340;0,109477124183006;"00405779";"15739333";"NO Top 10%";"NO 10% - 35%";10;3;0
"Topology and its Applications";27416;0,486274509803921;"01668641";0;"NO Top 10%";3;1;0;"NO Bottom 20%"
"Transactions of the American Mathematical Society";24689;1,41575342465754;"00029947";"10886850";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Transport in Porous Media";21973;0,111313868613139;"01693913";"15731634";"NO Top 10%";"NO 10% - 35%";9;3;0
"UPB Scientific Bulletin, Series A: Applied Mathematics and Physics";25805;0,147971360381862;"12237027";"22863672";"NO Top 10%";"NO 10% - 35%";5;2;0
"Wave Motion";12517;0,382795698924731;"01652125";0;"NO Top 10%";4;1;0;"NO Bottom 20%"
"ZAMM Zeitschrift fur Angewandte Mathematik und Mechanik";27970;0,300796812749004;"00442267";"15214001";"NO Top 10%";7;2;0;"NO Bottom 20%"
"Zeitschrift fur Angewandte Mathematik und Physik";27971;1,04178272980501;"00442275";"14209039";4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
