"Source Title";"Scopus Source ID";"MCQ";"p_issn";"e_issn";"Top 10%";"10% - 35%";"35% - 60%";"60% - 80%";"Bottom 20%"
"Computing and Visualization in Science";23486;1;"14329360";;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Constructive Approximation";25837;0,995260663507109;"01764276";;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Differential and Integral Equations";21100262587;0,83265306122449;"08934983";;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Discrete and Continuous Dynamical Systems";75869;1,12180746561886;"10780947";;6;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Discrete and Continuous Dynamical Systems - Series B";25889;0,878378378378378;"15313492";;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Discrete and Continuous Dynamical Systems - Series S";21100207001;0,54176072234763;"19371632";;"NO Top 10%";18;2;0;"NO Bottom 20%"
"Dolomites Research Notes on Approximation";21100285499;0,571428571428571;"20356803";;"NO Top 10%";10;2;0;"NO Bottom 20%"
"Dynamic Games and Applications";19700177406;0,625766871165644;"21530785";;"NO Top 10%";5;1;0;"NO Bottom 20%"
"ESAIM - Control, Optimisation and Calculus of Variations";25955;1,10932475884244;"12928119";;7;1;0;"NO 60% - 80%";"NO Bottom 20%"
"ESAIM: Mathematical Modelling and Numerical Analysis";25956;1,63950617283951;"0764583X";;3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"East Asian Journal on Applied Mathematics";21100287116;0,571428571428571;"20797362";;"NO Top 10%";10;2;0;"NO Bottom 20%"
"Electronic Transactions on Numerical Analysis";26415;0,818652849740933;"10689613";;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Engineering Analysis with Boundary Elements";20307;0,351893095768374;"09557997";;"NO Top 10%";"NO 10% - 35%";5;1;0
"European Journal of Applied Mathematics";26443;0,66497461928934;"09567925";;"NO Top 10%";4;1;0;"NO Bottom 20%"
"European Journal of Mechanics, A/Solids";13877;0,15678776290631;"09977538";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Filomat";19900192450;0,301587301587301;"03545180";;"NO Top 10%";"NO 10% - 35%";8;1;0
"Finite Elements in Analysis and Design";18189;0,594871794871795;"0168874X";;"NO Top 10%";7;1;0;"NO Bottom 20%"
"Fixed Point Theory";19400157311;0,360655737704918;"15835022";;"NO Top 10%";"NO 10% - 35%";4;1;0
"Foundations of Computational Mathematics";28470;2,14485981308411;"16153375";;2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Fractional Calculus and Applied Analysis";19900193539;1,08684210526316;"13110454";;9;1;0;"NO 60% - 80%";"NO Bottom 20%"
"GEM - International Journal on Geomathematics";19700175202;0,654545454545455;"18692672";;"NO Top 10%";4;1;0;"NO Bottom 20%"
"Groups, Complexity, Cryptology";21100199333;0,304347826086956;"18671144";;"NO Top 10%";"NO 10% - 35%";7;1;0
"IEEE Transactions on Antennas and Propagation";17337;0,0205096333126165;"0018926X";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";12;0
"IEEE Transactions on Image Processing";25534;0,0834448906738063;"10577149";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";5;0
"IEEE Transactions on Information Theory";15107;1,18507711546478;"00189448";;5;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"IEEE Transactions on Neural Networks and Learning Systems";21100235616;0,34409687184662;"2162237X";;"NO Top 10%";"NO 10% - 35%";5;1;0
"IEEE Transactions on Signal Processing";17391;0,225020644095789;"1053587X";;"NO Top 10%";"NO 10% - 35%";19;2;0
"IMA Journal of Applied Mathematics";23146;0,532894736842105;"02724960";;"NO Top 10%";45;2;0;"NO Bottom 20%"
"IMA Journal of Mathematical Control and Information";23150;0,180555555555555;"02650754";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"IMA Journal of Numerical Analysis";23152;1,73684210526316;"02724979";;3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Image Analysis and Stereology";11700154323;0;"15803139";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";14;0
"Indagationes Mathematicae";23176;0,575903614457831;"00193577";;"NO Top 10%";9;2;0;"NO Bottom 20%"
"Informatica";25461;0,064516129032258;"08684952";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";6;0
"Integral Transforms and Special Functions";23229;0,492268041237113;"10652469";;"NO Top 10%";"NO 10% - 35%";3;0;"NO Bottom 20%"
"Interfaces and Free Boundaries";28968;1,02941176470588;"14639963";;18;1;0;"NO 60% - 80%";"NO Bottom 20%"
"International Journal for Numerical Methods in Biomedical Engineering";19700174683;0,535;"20407939";;"NO Top 10%";29;2;0;"NO Bottom 20%"
"International Journal for Numerical Methods in Engineering";12336;1,24399260628466;"00295981";;4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"International Journal for Numerical Methods in Fluids";18534;0,751824817518248;"02712091";;"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"International Journal of Bifurcation and Chaos in Applied Sciences and Engineering";12337;0,231958762886598;"02181274";;"NO Top 10%";"NO 10% - 35%";12;2;0
"International Journal of Computational Fluid Dynamics";14393;0,230769230769231;"10618562";;"NO Top 10%";"NO 10% - 35%";15;2;0
"International Journal of Computational Geometry and Applications";28477;0,238095238095238;"02181959";;"NO Top 10%";"NO 10% - 35%";10;2;0
"International Journal of Computational Methods";4900152403;0,19327731092437;"02198762";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"International Journal of Computational Methods in Engineering Science and Mechanics";4000149405;0,0916030534351145;"15502287";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";5;0
"International Journal of Computer Mathematics";28494;0,421768707482993;"00207160";;"NO Top 10%";"NO 10% - 35%";3;1;0
"International Journal of Computer Vision";72242;0,108695652173913;"09205691";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"International Journal of Computing Science and Mathematics";18700156724;0,0384615384615384;"17525055";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";9;0
"International Journal of Modern Physics C";28077;0,0650154798761609;"01291831";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";5;0
"International Journal of Numerical Analysis and Modeling";11200153520;0,807860262008734;"17055105";;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Internet Mathematics";21100330731;0,329113924050633;"15427951";;"NO Top 10%";"NO 10% - 35%";5;1;0
"Inverse Problems";28497;1,34973404255319;"02665611";;4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Inverse Problems and Imaging";19600157008;0,883018867924528;"19308337";;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Inverse Problems in Science and Engineering";12424;0,321937321937322;"17415977";;"NO Top 10%";"NO 10% - 35%";6;1;0
"Investigacion Operacional";21100223159;0,0291970802919708;"02574306";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";10;0
"Jaen Journal on Approximation";20500195069;0,416666666666667;"18893066";;"NO Top 10%";"NO 10% - 35%";4;1;0
"Journal des Mathematiques Pures et Appliquees";23795;2,21739130434783;"00217824";;2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Algebra";23814;0,74296205630355;"00218693";;"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Algorithms and Computational Technology";19700200886;0,040983606557377;"17483018";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";8;0
"Journal of Applied Analysis and Computation";21100394149;0,398416886543536;"2156907X";;"NO Top 10%";"NO 10% - 35%";4;1;0
"Journal of Applied Mathematics";144917;0,11006711409396;"1110757X";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"Journal of Applied Mathematics and Computing";23821;0,407407407407407;"15985865";;"NO Top 10%";"NO 10% - 35%";4;1;0
"Journal of Approximation Theory";23841;0,743654822335025;"00219045";;"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Biological Dynamics";19700188237;0,840236686390533;"17513758";;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Biological Systems";29577;0,235294117647059;"02183390";;"NO Top 10%";"NO 10% - 35%";11;2;0
"Journal of Complex Networks";21100395701;0,191666666666667;"20511310";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Journal of Complexity";28500;1,03809523809524;"0885064X";;13;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Computational Analysis and Applications";23846;0,143283582089552;"15211398";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Journal of Computational Biology";29581;0,116822429906542;"10665277";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"Journal of Computational Mathematics";23864;0,799043062200957;"02549409";;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Computational Methods in Sciences and Engineering";14500154739;0,0508474576271186;"14727978";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";7;0
"Journal of Computational Physics";13191;1,62770309760374;"00219991";;3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Computational and Applied Mathematics";23847;0,791520809023726;"03770427";;"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Computational and Theoretical Transport";21100429007;0,191304347826087;"23324309";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Journal of Difference Equations and Applications";23872;0,504780114722753;"10236198";;"NO Top 10%";"NO 10% - 35%";3;0;"NO Bottom 20%"
"Journal of Differential Equations";23874;2,0937794533459;"00220396";;2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Discrete Mathematical Sciences and Cryptography";19700186892;0,05859375;"09720529";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";6;0
"Journal of Dynamical and Control Systems";19168;0,5;"10792724";;"NO Top 10%";"NO 10% - 35%";3;0;"NO Bottom 20%"
"Journal of Dynamics and Differential Equations";144830;1,16333333333333;"10407294";;5;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Engineering Mathematics";12485;0,170087976539589;"00220833";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Journal of Fixed Point Theory and Applications";5700165174;0,900423728813559;"16617738";;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Global Optimization";88345;0,731942215088283;"09255001";;"NO Top 10%";3;1;0;"NO Bottom 20%"
"Journal of Integral Equations and Applications";21100207615;0,692982456140351;"08973962";;"NO Top 10%";3;1;0;"NO Bottom 20%"
"Journal of Inverse and Ill-Posed Problems";23919;0,66403162055336;"09280219";;"NO Top 10%";4;1;0;"NO Bottom 20%"
"Journal of Mathematical Analysis and Applications";23935;0,940980187695516;"0022247X";;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Mathematical Biology";29610;0,853503184713376;"03036812";;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Mathematical Chemistry";23941;0,114197530864197;"02599791";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"Journal of Mathematical Cryptology";21100199346;0,616438356164384;"18622976";;"NO Top 10%";6;1;0;"NO Bottom 20%"
"Journal of Mathematical Fluid Mechanics";28542;1,11538461538462;"14226928";;7;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Mathematical Imaging and Vision";28501;0,569553805774278;"09249907";;"NO Top 10%";11;2;0;"NO Bottom 20%"
"Journal of Mathematics and Music";11600153442;0,306122448979592;"17459737";;"NO Top 10%";"NO 10% - 35%";7;1;0
"Journal of Mathematics in Industry";21100201026;0,377777777777778;"21905983";;"NO Top 10%";"NO 10% - 35%";4;1;0
"Journal of Multiple-Valued Logic and Soft Computing";23958;0,0467289719626168;"15423980";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";8;0
"Journal of Multivariate Analysis";23947;0,493081761006289;"0047259X";;"NO Top 10%";"NO 10% - 35%";3;0;"NO Bottom 20%"
"Journal of Numerical Analysis, Industrial and Applied Mathematics";17900156704;0,142857142857143;"17908140";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Journal of Numerical Mathematics";28502;1,07317073170732;"15702820";;10;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Optimization Theory and Applications";23966;0,936354869816779;"00223239";;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Scientific Computing";23490;1,65208940719145;"08857474";;3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Symbolic Computation";28503;0,582172701949861;"07477171";;"NO Top 10%";8;1;0;"NO Bottom 20%"
"Journal of Theoretical Biology";29663;0,256212510711225;"00225193";;"NO Top 10%";"NO 10% - 35%";10;2;0
"Journal of the European Mathematical Society";26447;2,28712871287129;"14359855";;2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Kinetic and Related Models";19900191822;1,02380952380952;"19375093";;22;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Linear Algebra and Its Applications";24475;0,76668101592768;"00243795";;"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Linear and Multilinear Algebra";24476;0,742562929061785;"03081087";;"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Mathematical Biosciences";24562;0,390946502057613;"00255564";;"NO Top 10%";"NO 10% - 35%";4;1;0
"Mathematical Biosciences and Engineering";5200152802;0,528301886792453;"15471063";;"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Mathematical Inequalities and Applications";24572;0,593253968253968;"13314343";;"NO Top 10%";7;1;0;"NO Bottom 20%"
"Mathematical Medicine and Biology";24578;0,32;"14778599";;"NO Top 10%";"NO 10% - 35%";6;1;0
"Mathematical Methods in the Applied Sciences";24594;0,680052378873854;"01704214";;"NO Top 10%";4;1;0;"NO Bottom 20%"
"Mathematical Methods of Operations Research";21805;0,557894736842105;"14322994";;"NO Top 10%";13;2;0;"NO Bottom 20%"
"Mathematical Modelling and Analysis";100147323;0,304526748971193;"13926292";;"NO Top 10%";"NO 10% - 35%";7;1;0
"Mathematical Modelling of Natural Phenomena";19900192596;0,446540880503145;"09735348";;"NO Top 10%";"NO 10% - 35%";3;1;0
"Mathematical Models and Computer Simulations";21100382607;0,0472727272727272;"20700482";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";7;0
"Mathematical Models and Methods in Applied Sciences";24598;2,86552567237164;"02182025";;2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Mathematical Programming";28512;1,90452261306533;"00255610";;3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Mathematical and Computer Modelling of Dynamical Systems";28511;0,125;"13873954";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Mathematics and Computers in Simulation";12166;0,331797235023041;"03784754";;"NO Top 10%";"NO 10% - 35%";5;1;0
"Mathematics of Computation";25092;1,79545454545455;"00255718";;3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Mediterranean Journal of Mathematics";145249;0,576288659793814;"16605446";;"NO Top 10%";9;2;0;"NO Bottom 20%"
"Methodology and Computing in Applied Probability";144816;0,226114649681529;"13875841";;"NO Top 10%";"NO 10% - 35%";16;2;0
"Milan Journal of Mathematics";100147303;0,868421052631579;"14249286";;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Miskolc Mathematical Notes";19900191933;0,195454545454545;"17872405";;"NO Top 10%";"NO 10% - 35%";71;2;0
"Monatshefte fur Mathematik";25167;0,714524207011686;"00269255";;"NO Top 10%";3;1;0;"NO Bottom 20%"
"Multiscale Modeling and Simulation";144980;1,2443729903537;"15403459";;4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Networks and Heterogeneous Media";12600154783;0,8;"15561801";;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Nonlinear Analysis, Theory, Methods and Applications";13249;1,40476190476191;"0362546X";;4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Nonlinear Analysis: Real World Applications";21780;1,41297935103245;"14681218";;3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Note di Matematica";21100244002;0,231481481481481;"11232536";;"NO Top 10%";"NO 10% - 35%";13;2;0
"Numerical Algebra, Control and Optimization";21100283718;0,194630872483221;"21553289";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Numerical Algorithms";25708;1,11704834605598;"10171398";;6;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Numerical Analysis and Applications";17600155004;0,0620155038759689;"19954239";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";6;0
"Numerical Functional Analysis and Optimization";25710;0,592255125284738;"01630563";;"NO Top 10%";8;1;0;"NO Bottom 20%"
"Numerical Linear Algebra with Applications";25712;1,00680272108844;"10705325";;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Numerical Mathematics";19900193816;0,892655367231638;"10048979";;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Numerical Methods for Partial Differential Equations";25713;0,995670995670996;"0749159X";;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Numerische Mathematik";28536;1,92325581395349;"0029599X";;2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Optimal Control Applications and Methods";25529;0,18005540166205;"01432087";;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Optimization Letters";5800228220;0,499261447562777;"18624472";;"NO Top 10%";"NO 10% - 35%";3;0;"NO Bottom 20%"
"Optimization Methods and Software";28538;0,606707317073171;"10556788";;"NO Top 10%";6;1;0;"NO Bottom 20%"
"Philosophical transactions. Series A, Mathematical, physical, and engineering sciences";29784;0,501128668171558;"1364503X";;"NO Top 10%";"NO 10% - 35%";3;0;"NO Bottom 20%"
"Physica D: Nonlinear Phenomena";29120;0,626465661641541;"01672789";;"NO Top 10%";5;1;0;"NO Bottom 20%"
"Proceedings of the American Mathematical Society";24677;0,778016316015457;"00029939";;"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Proceedings of the Indian Academy of Sciences: Mathematical Sciences";23177;0,293040293040293;"02534142";;"NO Top 10%";"NO 10% - 35%";9;2;0
